,loss,DSC,SEN,PPV,val_loss,val_DSC,val_SEN,val_PPV
0,0.983599066734314,0.015138021670281887,0.4318794906139374,0.05611007288098335,0.2994844913482666,0.7005153894424438,0.7205137014389038,0.9800012707710266
1,0.8150980472564697,0.42878735065460205,0.43817374110221863,0.5987436175346375,0.27462780475616455,0.7253720164299011,0.7405099868774414,0.9827677011489868
2,0.6638235449790955,0.43400853872299194,0.4544999897480011,0.6486020684242249,0.2747970521450043,0.7252027988433838,0.7405113577842712,0.9826577305793762
3,0.5779497027397156,0.439215749502182,0.45248138904571533,0.5988878011703491,0.2747320532798767,0.7252678275108337,0.7405012249946594,0.9827060699462891
4,0.5468494296073914,0.4426786005496979,0.4758613407611847,0.6862664222717285,0.2757169008255005,0.72428297996521,0.7404835224151611,0.9820994138717651
5,0.5339204668998718,0.4542573392391205,0.4982680678367615,0.7322350144386292,0.2758241295814514,0.7241756916046143,0.7405105829238892,0.9820177555084229
6,0.527738630771637,0.4666863679885864,0.5034986734390259,0.7152454853057861,0.2758009433746338,0.7241988778114319,0.7405117750167847,0.9820311069488525
7,0.5215659141540527,0.4791666269302368,0.5139394402503967,0.7306545376777649,0.2755281925201416,0.7244716286659241,0.7405118346214294,0.9821977615356445
8,0.5163918733596802,0.48147618770599365,0.5201138854026794,0.7654223442077637,0.27576619386672974,0.7242335677146912,0.7405080199241638,0.9820544123649597
9,0.5126016139984131,0.4852070212364197,0.5273016095161438,0.8072386384010315,0.2755051851272583,0.7244946956634521,0.7405186891555786,0.9822077751159668
10,0.5128138661384583,0.48415693640708923,0.5306923389434814,0.8141201734542847,0.27563032507896423,0.7243695855140686,0.7404993176460266,0.9821427464485168
11,0.5063790082931519,0.49200764298439026,0.5424288511276245,0.819831371307373,0.27559489011764526,0.7244049906730652,0.7405238747596741,0.9821494221687317
12,0.5087805986404419,0.48798680305480957,0.5327345132827759,0.7995103597640991,0.2757042348384857,0.7242956757545471,0.7405044436454773,0.982094407081604
13,0.4995892345905304,0.4984307587146759,0.5417141914367676,0.8310865163803101,0.275613397359848,0.72438645362854,0.7404999136924744,0.9821527600288391
14,0.49657171964645386,0.5036413073539734,0.5454142093658447,0.822162389755249,0.27551963925361633,0.7244802713394165,0.7405259013175964,0.9821944236755371
15,0.4895913004875183,0.5128942131996155,0.5601302981376648,0.8413263559341431,0.27578917145729065,0.7242106199264526,0.7405070066452026,0.9820411205291748
16,0.483046293258667,0.5223335027694702,0.5635376572608948,0.817730724811554,0.2757834494113922,0.7242164611816406,0.7405046224594116,0.9820461273193359
17,0.4749916195869446,0.5272848010063171,0.5689817667007446,0.832377552986145,0.275714248418808,0.7242856025695801,0.7405080795288086,0.9820861220359802
18,0.46218881011009216,0.5413365364074707,0.578380823135376,0.8272778391838074,0.27576032280921936,0.7242395281791687,0.7405112385749817,0.9820560812950134
19,0.46178531646728516,0.5384500026702881,0.5755563974380493,0.8191980719566345,0.2756103575229645,0.7243895530700684,0.7405029535293579,0.9821527600288391
20,0.45643869042396545,0.5439754128456116,0.5848461985588074,0.844075620174408,0.2757641673088074,0.7242356538772583,0.7404799461364746,0.9820727705955505
21,0.44418200850486755,0.5574808716773987,0.5972692966461182,0.8364644050598145,0.2756418287754059,0.7243580222129822,0.7405231595039368,0.9821211099624634
22,0.43499189615249634,0.5667281150817871,0.6028844118118286,0.8500783443450928,0.2757214903831482,0.7242783904075623,0.7404926419258118,0.9820910692214966
